6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,0
7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,0
6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,0
6.8,0.27,0.26,16.1,0.049,55,196,0.9984,3.15,0.5,9.3,0
7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,0
5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,0
10.2,0.44,0.88,6.2,0.049,20,124,0.9968,2.99,0.51,9.9,0
6.8,0.57,0.29,2.2,0.04,15,77,0.9938,3.32,0.74,10.2,0
5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5,0
6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,1
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,1
5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,0
7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,0
5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,0
7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,0
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,1
7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,1
7.3,0.32,0.23,13.7,0.05,49,197,0.9985,3.2,0.46,8.7,0
6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,0
6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,1
5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,1
6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,0
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,1
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,1
6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,0
6.9,0.28,0.4,8.2,0.036,15,95,0.9944,3.17,0.33,10.2,0
6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,0
5.2,0.6,0.07,7,0.044,33,147,0.9944,3.33,0.58,9.7,0
7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5,0
7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,0
6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,0
7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,1
6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,1
6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,0
7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8,0
6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,1
9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,0
7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,1
7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,0
6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,1
6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,1
5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,1
5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,0
5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,1
6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,1
8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4,0
7.5,0.27,0.31,5.8,0.057,131,313,0.9946,3.18,0.59,10.5,0
5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,0
5.9,0.26,0.4,1.3,0.047,12,139,0.9945,3.45,0.53,10.4,0
6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,1
5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,0
7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,0
6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,1
7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,0
6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,0
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,1
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,1
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,1
5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,1
6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,0
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,1
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,1
6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,0
8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,0
6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,0
7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,0
6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,0
8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,0
6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,1
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,0
7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,0
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,0
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,1
7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,0
7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,1
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,1
6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,1
7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,0
6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,0
6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,1
6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,1
7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,0
5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,0
6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,0
7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,1
6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,0
6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,0
6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,0
7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,0
7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,0
7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,0
6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,0
6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,0
7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,0
6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,1
7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,0
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,1
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,1
7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,1
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,1
7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,1
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,1
8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,0
5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,0
7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,1
6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,0
7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,1
7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,1
6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,1
5.7,0.18,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4,0
6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,1
6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,1
7.1,0.31,0.5,14.5,0.059,6,148,0.9983,2.94,0.44,9.1,0
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,0
6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,1
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,0
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,0
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,0
7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,0
6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,1
7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,0
5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,0
5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,0
5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,1
6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,0
6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,0
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,1
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,1
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,1
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,1
7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2,0
6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,0
7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,0
7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,0
7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,0
6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,0
7.1,0.32,0.34,14.5,0.039,46,150,0.995,3.38,0.5,12.5,1
6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,0
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,1
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,1
6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,0
6.8,0.34,0.69,1.3,0.058,12,171,0.9931,3.06,0.47,9.7,0
8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,0
6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,0
6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,1
6.8,0.67,0.3,13,0.29,22,193,0.9984,3.08,0.67,9,0
6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,1
6.9,0.2,0.34,1.9,0.043,25,136,0.9935,3.31,0.6,10.1,0
5.9,0.37,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8,0
7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,0
7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,0
8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7,0
5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,1
6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,0
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,1
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,1
7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2,1
6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,0
6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,1
7.8,0.3,0.4,1.8,0.028,23,122,0.9914,3.14,0.39,10.9,1
6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7,1
7,0.21,0.34,8,0.057,19,101,0.9954,2.99,0.59,9.4,0
6,0.33,0.27,0.8,0.185,12,188,0.9924,3.12,0.62,9.4,0
8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1,1
7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8,1
5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,0
7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,1
7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,1
6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,0
7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,0
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,1
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,1
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,1
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,1
7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,0
7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3,0
6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,0
6.6,0.21,0.31,11.4,0.039,46,165,0.99795,3.41,0.44,9.8,1
6.4,0.31,0.26,13.2,0.046,57,205,0.9975,3.17,0.41,9.6,0
6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,0
6.4,0.35,0.28,1.1,0.055,9,160,0.99405,3.42,0.5,9.1,1
6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,0
6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,0
6.8,0.18,0.21,5.4,0.053,34,104,0.99445,3.3,0.43,9.4,0
7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,1
7.5,0.42,0.34,4.3,0.04,34,108,0.99155,3.14,0.45,12.8,1
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,1
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,1
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,1
7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12,1
7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12,1
6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,1
9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8,0
6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,1
8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,0
7.4,0.2,0.35,2.1,0.038,30,116,0.9949,3.49,0.77,10.3,1
8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,0
8.1,0.27,0.35,1.7,0.03,38,103,0.99255,3.22,0.63,10.4,1
4.8,0.33,0,6.5,0.028,34,163,0.9937,3.35,0.61,9.9,0
7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5,1
7.3,0.28,0.42,14.4,0.04,49,173,0.9994,3.28,0.82,9,1
6.9,0.36,0.34,4.2,0.018,57,119,0.9898,3.28,0.36,12.7,1
8.3,0.27,0.45,1.3,0.048,8,72,0.9944,3.08,0.61,10.3,0
7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,0
6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,0
5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,0
8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,1
7.9,0.28,0.41,2,0.044,50,152,0.9934,3.45,0.49,10.7,1
5.4,0.595,0.1,2.8,0.042,26,80,0.9932,3.36,0.38,9.3,0
6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,1
7.7,0.17,0.52,5.9,0.017,21,84,0.9929,3.14,0.4,11.9,1
6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,0
7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,1
6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7,0
6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7,1
8.2,0.345,1,18.2,0.047,55,205,0.99965,2.96,0.43,9.6,0
7.3,0.25,0.39,6.4,0.034,8,84,0.9942,3.18,0.46,11.5,0
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,0
8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,0
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,0
6.6,0.23,0.32,0.9,0.041,25,79,0.9926,3.39,0.54,10.2,1
8.3,0.23,0.43,3.2,0.035,14,101,0.9928,3.15,0.36,11.5,0
5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4,1
7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,0
6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,0
6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,0
7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12,1
8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,0
7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1,1
8,0.19,0.36,1.8,0.05,16,84,0.9936,3.15,0.45,9.8,1
6.4,0.28,0.41,6.8,0.045,61,216,0.9952,3.09,0.46,9.4,0
5.1,0.52,0.06,2.7,0.052,30,79,0.9932,3.32,0.43,9.3,0
7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,1
6.2,0.25,0.47,11.6,0.048,62,210,0.9968,3.19,0.5,9.5,0
6.1,0.16,0.27,12.6,0.064,63,162,0.9994,3.66,0.43,8.9,0
6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,0
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,1
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,1
6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1,1
6.3,0.6,0.44,11,0.05,50,245,0.9972,3.19,0.57,9.3,0
7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7,0
7.1,0.47,0.24,6,0.044,11,77,0.9956,3.21,0.56,9.7,0
7.5,0.33,0.48,19.45,0.048,55,243,1.001,2.95,0.4,8.8,0
7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5,0
6.5,0.19,0.1,1.3,0.046,23,107,0.9937,3.29,0.45,10,0
8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,0
7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,0
8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,0
5.3,0.3,0.2,1.1,0.077,48,166,0.9944,3.3,0.54,8.7,0
8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,1
7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,0
6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,0
8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,0
8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6,1
8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,0
7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9,0
7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,0
6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,0
6.8,0.15,0.33,4.7,0.059,31,118,0.9956,3.43,0.39,9,1
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,0
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,1
7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2,1
8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6,1
5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11,1
6.3,0.16,0.4,1.6,0.033,59,148,0.9914,3.44,0.53,11.4,0
7.9,0.29,0.39,6.7,0.036,6,117,0.9938,3.12,0.42,10.7,0
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,0
5.5,0.32,0.45,4.9,0.028,25,191,0.9922,3.51,0.49,11.5,1
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,1
6.1,0.29,0.27,1.7,0.024,13,76,0.9893,3.21,0.51,12.6,1
9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3,0
7.4,0.18,0.4,1.6,0.047,22,102,0.9937,3.28,0.44,10.7,0
6.5,0.52,0.17,1.4,0.047,5,26,0.9932,3.26,0.32,10,0
